DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
240606702,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1600,06,Hollywood,0643,2,354,THEFT OF IDENTITY,,38,M,W,504,OTHER RESIDENCE,,,IC,Invest Cont,354,,,,7100 W  SUNSET                       BL,,34.1007,-118.3494
240206934,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1145,02,Rampart,0265,2,624,BATTERY - SIMPLE ASSAULT,2004 0416 0400,39,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,8TH,BONNIE BRAE,34.0539,-118.2756
240706620,03/03/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1800,07,Wilshire,0745,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,5600 W  OLYMPIC                      BL,,34.0574,-118.3514
240206963,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1840,02,Rampart,0281,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325 0104,38,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,2000 W  PICO                         BL,,34.0491,-118.2823
241707017,03/13/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0955,17,Devonshire,1783,2,354,THEFT OF IDENTITY,1822 0930,51,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,9100    TAMPA                        AV,,34.2355,-118.5536
241706412,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1915,17,Devonshire,1721,1,310,BURGLARY,1609 0352 0329 0216 0344 0321,31,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,22000    FIG TREE                     LN,,34.2702,-118.6076
240606781,02/29/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1620,06,Hollywood,0669,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1501,23,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,1100 N  WESTERN                      AV,,34.0908,-118.3092
240706734,03/05/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1200,07,Wilshire,0782,1,310,BURGLARY,0344 1822 0358,65,F,O,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,5900    BURCHARD                     AV,,34.0365,-118.3734
240607069,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0100,06,Hollywood,0636,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1501,22,F,W,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,440,,,,6400    YUCCA                        ST,,34.1039,-118.3297
241706419,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0700,17,Devonshire,1701,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1606 0344,0,X,X,118,CONSTRUCTION SITE,,,IC,Invest Cont,341,,,,20100    GALWAY                       LN,,34.2904,-118.5735
240706425,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1030,07,Wilshire,0782,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2004 0329 1402,0,X,X,203,OTHER BUSINESS,,,AA,Adult Arrest,740,998,,,1900 S  POINT VIEW                   ST,,34.042,-118.3731
240707612,03/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1200,07,Wilshire,0734,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325 0601,23,X,X,203,OTHER BUSINESS,,,AO,Adult Other,341,,,,400 S  BURNSIDE                     AV,,34.0672,-118.3518
240606717,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2000,06,Hollywood,0628,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5900    FRANKLIN                     AV,,34.1084,-118.3213
240207054,02/29/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2200,02,Rampart,0235,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3RD                          ST,ALVARADO                     ST,34.0633,-118.2738
240906111,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0001,09,Van Nuys,0923,2,664,"BUNCO, PETTY THEFT",0800 0344 1402,0,X,X,717,HEALTH SPA/GYM,,,IC,Invest Cont,664,998,,,6700    VAN NUYS                     BL,,34.1924,-118.4487
240207138,03/02/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1930,02,Rampart,0281,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385 1822,28,M,W,104,DRIVEWAY,,,IC,Invest Cont,331,,,,2200 W  12TH                         ST,,34.0493,-118.2829
240906095,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1445,09,Van Nuys,0929,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0417 0356,22,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,13200    ARCHWOOD                     ST,,34.1919,-118.422
241706999,03/01/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1044,17,Devonshire,1787,2,900,VIOLATION OF COURT ORDER,2038 1300 1906 2000 0913 1813,44,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,900,,,,8800    ENFIELD                      AV,,34.23,-118.5246
240906117,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2130,09,Van Nuys,0963,1,210,ROBBERY,1822 0216 0209 1402 0337 0334 0344 1407 0945,0,X,X,202,LIQUOR STORE,109,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,210,998,,,5100 N  SEPULVEDA                    BL,,34.163,-118.4661
240906261,03/01/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1400,09,Van Nuys,0939,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0602 0443 1202,66,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,6300    MARY ELLEN                   AV,,34.1849,-118.4192
240706508,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1930,07,Wilshire,0762,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913 1300 0361,24,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,5900    AIRDROME                     ST,,34.0458,-118.369
240606728,02/29/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2200,06,Hollywood,0636,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,1800    IVAR                         AV,,34.1039,-118.3282
241706403,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0625,17,Devonshire,1771,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,9200    WINNETKA                     AV,,34.2402,-118.5807
240706479,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2345,07,Wilshire,0749,2,624,BATTERY - SIMPLE ASSAULT,0416,34,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700    CRENSHAW                     BL,,34.0601,-118.32
240206956,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1300,02,Rampart,0261,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 2004 0329 0400,23,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,700 S  RAMPART                      BL,,34.0594,-118.2833
241707469,03/20/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2236,17,Devonshire,1707,2,662,"BUNCO, GRAND THEFT",0701 0344 1822 1900,43,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,12700    NORLINA                      PL,,34.301,-118.5152
240606725,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1000,06,Hollywood,0645,2,664,"BUNCO, PETTY THEFT",0344 0701 1822,72,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664,,,,1300 N  SYCAMORE                     AV,,34.0944,-118.3428
240207079,03/01/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1930,02,Rampart,0205,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3200    DESCANSO                     DR,,34.0853,-118.2753
240606660,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1515,06,Hollywood,0663,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0400 0416 0417 1402,32,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,998,,,HIGHLAND,FOUNTAIN,34.0944,-118.3386
240900624,03/02/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0100,09,Van Nuys,0985,1,310,BURGLARY,0397 0358 1420 0344 1402,40,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,998,,,13900    MOORPARK                     ST,,34.1512,-118.4446
240706426,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1335,07,Wilshire,0736,1,210,ROBBERY,0945 0325 0446,0,X,X,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
240906196,02/29/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2245,09,Van Nuys,0943,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822,23,F,K,504,OTHER RESIDENCE,,,IC,Invest Cont,331,,,,5700    TILDEN                       AV,,34.1739,-118.4474
241706404,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1100,17,Devonshire,1722,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0913,29,F,H,511,PROJECT/TENEMENT/PUBLIC HOUSING,511,VERBAL THREAT,IC,Invest Cont,930,,,,21600    DEVONSHIRE                   ST,,34.2607,-118.6025
240606709,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2220,06,Hollywood,0647,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1300 1309 0400 0416 0334 0319 2029 2004 1501,47,M,B,102,SIDEWALK,307,VEHICLE,AO,Adult Other,230,,,,HOLLYWOOD,EL CENTRO,34.1017,-118.3238
240206888,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0130,02,Rampart,0231,2,901,VIOLATION OF RESTRAINING ORDER,2000 1814 1309 2038 0913,45,M,H,101,STREET,,,IC,Invest Cont,901,,,,100 S  DILLON                       ST,,34.0707,-118.2841
240606675,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1130,06,Hollywood,0645,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0400 0444 0448,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1600 N  SYCAMORE                     AV,,34.1004,-118.3434
240706432,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0900,07,Wilshire,0722,2,624,BATTERY - SIMPLE ASSAULT,0416 1701,79,F,W,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  SAN VICENTE                  BL,,34.0687,-118.3747
240706583,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2105,07,Wilshire,0706,1,330,BURGLARY FROM VEHICLE,1300 0386 1822 1601,42,F,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,6500    MELROSE                      AV,,34.0835,-118.3374
240207068,02/29/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1115,02,Rampart,0269,2,662,"BUNCO, GRAND THEFT",0701 0800 1822 0113,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,700    GARLAND                      AV,,34.0517,-118.2663
241706384,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1250,17,Devonshire,1787,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,24,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,9500    ZELZAH                       AV,,34.2432,-118.5232
240606681,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1350,06,Hollywood,0646,2,624,BATTERY - SIMPLE ASSAULT,0913 0400 0416,39,M,B,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6600 W  SUNSET                       BL,,34.098,-118.3332
240206939,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0900,02,Rampart,0265,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1814 1402 0416 0446 0410 1218,41,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,236,998,,,700 S  ALVARADO                     ST,,34.0565,-118.2768
240607056,03/07/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1103,06,Hollywood,0663,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,46,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,6600    SANTA MONICA                 BL,,34.0907,-118.3332
240906090,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0826,09,Van Nuys,0985,2,624,BATTERY - SIMPLE ASSAULT,0554 0416,36,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4400    COLBATH                      AV,,34.15,-118.4424
240606678,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1640,06,Hollywood,0646,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416,53,F,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,LAS PALMAS,SUNSET,34.098,-118.3366
241706439,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2000,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0202 0325,0,X,X,205,GUN/SPORTING GOODS,,,IC,Invest Cont,442,,,,9300    TAMPA                        AV,,34.244,-118.5583
240606710,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1715,06,Hollywood,0638,2,624,BATTERY - SIMPLE ASSAULT,0216 0910 2051 1253 2004 0400 1501 0416 1822,36,F,H,801,MTA BUS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,HOLLYWOOD                    BL,WESTERN                      AV,34.1017,-118.3093
240207063,02/29/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1200,02,Rampart,0204,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0928,49,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,649,,,,800    HYPERION                     AV,,34.0858,-118.2837
240706452,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1800,07,Wilshire,0701,1,310,BURGLARY,0344,0,X,X,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,8300    MELROSE                      AV,,34.0837,-118.3703
240606673,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0235,06,Hollywood,0625,2,890,FAILURE TO YIELD,1822 1212 1300,0,X,X,101,STREET,,,IC,Invest Cont,890,,,,FRANKLIN,HIGHLAND,34.1052,-118.3375
240207053,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1310,02,Rampart,0235,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0352 1822 0342,52,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,200 N  ALVARADO                     ST,,34.0677,-118.2731
240606718,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1430,06,Hollywood,0657,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1000 N  WESTERN                      AV,,34.0888,-118.3124
240906119,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1800,09,Van Nuys,0933,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,VESPER                       AV,ERWIN ST                     ST,34.1836,-118.4509
240706464,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1200,07,Wilshire,0745,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,23,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,5600    WILSHIRE                     BL,,34.0624,-118.351
241706366,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0630,17,Devonshire,1745,1,330,BURGLARY FROM VEHICLE,0344,21,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,10400    LINDLEY                      AV,,34.259,-118.5273
241706411,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1240,17,Devonshire,1701,1,330,BURGLARY FROM VEHICLE,0321 0344 1612,49,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,20200    RINALDI                      ST,,34.2748,-118.5791
240207092,02/29/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1000,02,Rampart,0201,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,37,F,H,809,METROLINK TRAIN,,,IC,Invest Cont,341,,,,1000 N  VERMONT                      AV,,34.0873,-118.296
240606685,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0915,06,Hollywood,0636,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1501,37,F,O,101,STREET,,,IC,Invest Cont,331,,,,1800    WHITLEY                      AV,,34.1035,-118.3334
240706463,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2058,07,Wilshire,0702,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,39,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,800 N  STANLEY                      AV,,34.0853,-118.3564
240706465,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2000,07,Wilshire,0706,1,330,BURGLARY FROM VEHICLE,1300 0344,26,F,W,302,FACTORY,,,IC,Invest Cont,330,,,,6500    MELROSE                      AV,,34.0835,-118.3374
240706428,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1630,07,Wilshire,0765,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2004 0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,1300 S  LA BREA                      AV,,34.0501,-118.3442
240906926,03/18/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0430,09,Van Nuys,0966,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,13300    RIVERSIDE                    DR,,34.1576,-118.4225
240706692,03/04/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1430,07,Wilshire,0784,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,47,F,H,406,OTHER STORE,,,IC,Invest Cont,956,,,,4900 W  20TH                         ST,,34.0391,-118.3464
240906162,02/29/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1420,09,Van Nuys,0932,2,662,"BUNCO, GRAND THEFT",0344 1501,65,F,O,108,PARKING LOT,,,IC,Invest Cont,662,,,,6100 N  SEPULVEDA                    BL,,34.1807,-118.4662
240906141,02/29/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2300,09,Van Nuys,0904,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,14900    SATICOY                      ST,,34.2085,-118.4575
240706505,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1700,07,Wilshire,0758,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,23,X,X,102,SIDEWALK,,,IC,Invest Cont,745,,,,1100    WEST                         BL,,34.0545,-118.3314
240706550,02/29/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0800,07,Wilshire,0779,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0553 0913 0416 0446 1257 1251,4,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,,,,1700    4TH                          AV,,34.0418,-118.3213
240906122,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0530,09,Van Nuys,0952,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,48,M,W,104,DRIVEWAY,,,IC,Invest Cont,331,,,,15100    MAGNOLIA                     BL,,34.1684,-118.4586
240207005,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2000,02,Rampart,0257,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0431 0444 0913,44,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",512,MACE/PEPPER SPRAY,AO,Adult Other,236,,,,600    WITMER                       ST,,34.0555,-118.2656
240606669,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0240,06,Hollywood,0657,1,210,ROBBERY,1300 0400 0416 0344 0355,43,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,WESTERN,SANTA MONICA,34.0908,-118.3092
241700649,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1830,17,Devonshire,1761,1,310,BURGLARY,0344 1606 1260 1202 1402 0314,99,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,9700    KENTLAND                     AV,,34.2468,-118.618
240906114,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2200,09,Van Nuys,0935,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0311,0,M,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,740,,,,14100    DELANO                       ST,,34.1827,-118.44
240200616,03/09/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0400,02,Rampart,0249,2,946,OTHER MISCELLANEOUS CRIME,1416 1822 0344 0385,0,X,X,101,STREET,,,AA,Adult Arrest,946,,,,WITMER,WILSHIRE,34.0542,-118.2611
241706422,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1920,17,Devonshire,1729,1,210,ROBBERY,0945 0325 0352 1822 0444,0,X,X,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,11100    BALBOA                       BL,,34.2757,-118.5144
241700647,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0800,17,Devonshire,1777,2,946,OTHER MISCELLANEOUS CRIME,2204 1815 1251,42,F,X,721,HIGH SCHOOL,511,VERBAL THREAT,IC,Invest Cont,946,,,,9800    WOODLEY                      AV,,34.2422,-118.4897
240906098,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1405,09,Van Nuys,0989,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416,32,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,4400    WOODMAN                      AV,,34.1504,-118.4312
241706798,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2330,17,Devonshire,1745,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,43,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,740,,,,17300    CHATSWORTH                   ST,,34.2648,-118.511
240706423,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1048,07,Wilshire,0722,1,210,ROBBERY,0334 0432 0325,35,M,O,203,OTHER BUSINESS,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,210,,,,8400 W  3RD                          ST,,34.073,-118.3732
240606683,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1510,06,Hollywood,0666,1,761,BRANDISH WEAPON,2004 1822 0334,27,F,H,108,PARKING LOT,207,OTHER KNIFE,IC,Invest Cont,761,,,,1400    VINE                         ST,,34.0962,-118.3266
240206890,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0300,02,Rampart,0269,1,210,ROBBERY,1822 0913 0361 0344 1609,38,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,210,,,,1200 W  8TH                          ST,,34.0496,-118.2677
241706320,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,0445,17,Devonshire,1781,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0216 0209 0411 1822,27,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,GRESHAM                      ST,INDEPENDENCE,34.2306,-118.5907
240207213,03/03/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2130,02,Rampart,0205,1,330,BURGLARY FROM VEHICLE,1609 1307 0344,38,F,W,101,STREET,,,IC,Invest Cont,330,,,,2900    MARATHON                     ST,,34.08,-118.2739
240906121,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,2000,09,Van Nuys,0914,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,24,M,H,402,MARKET,,,AA,Adult Arrest,442,,,,7100 N  SEPULVEDA                    BL,,34.1993,-118.4662
240706636,03/01/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1700,07,Wilshire,0767,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1822,27,F,W,101,STREET,,,IC,Invest Cont,740,,,,3600    VENICE                       BL,,34.0457,-118.3255
241706448,02/28/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1942,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,205,GUN/SPORTING GOODS,,,IC,Invest Cont,442,,,,9300    TAMPA                        AV,,34.244,-118.5583
240706475,02/27/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1947,07,Wilshire,0782,2,624,BATTERY - SIMPLE ASSAULT,0444,24,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6000    ERNEST                       AV,,34.0351,-118.3745
