"county_name","year","state","party","candidate","candidatevotes","party_percentage"
"HUMBOLDT",2012,"IOWA","REPUBLICAN","MITT ROMNEY",3099,60.0814269096549
"IDA",2012,"IOWA","REPUBLICAN","MITT ROMNEY",2286,62.4078624078624
"IOWA",2012,"IOWA","REPUBLICAN","MITT ROMNEY",4569,51.5339499210467
"JACKSON",2012,"IOWA","DEMOCRAT","BARACK OBAMA",5907,57.6742823667253
"JASPER",2012,"IOWA","DEMOCRAT","BARACK OBAMA",10257,52.5595695618755
"JEFFERSON",2012,"IOWA","DEMOCRAT","BARACK OBAMA",4798,56.2485345838218
"JOHNSON",2012,"IOWA","DEMOCRAT","BARACK OBAMA",50666,66.6859707543072
"JONES",2012,"IOWA","DEMOCRAT","BARACK OBAMA",5534,52.9620059335822
"KEOKUK",2012,"IOWA","REPUBLICAN","MITT ROMNEY",2843,53.9878465628561
"KOSSUTH",2012,"IOWA","REPUBLICAN","MITT ROMNEY",4937,55.3289252493556
"LEE",2012,"IOWA","DEMOCRAT","BARACK OBAMA",10714,56.6548569615568
"LINN",2012,"IOWA","DEMOCRAT","BARACK OBAMA",68581,57.8972250597283
"LOUISA",2012,"IOWA","DEMOCRAT","BARACK OBAMA",2452,49.3558776167472
"LUCAS",2012,"IOWA","REPUBLICAN","MITT ROMNEY",2254,52.1397177885727
"LYON",2012,"IOWA","REPUBLICAN","MITT ROMNEY",4978,76.4787217698571
"MADISON",2012,"IOWA","REPUBLICAN","MITT ROMNEY",4638,54.8356585481201
"MAHASKA",2012,"IOWA","REPUBLICAN","MITT ROMNEY",6448,59.2483690158964
"MARION",2012,"IOWA","REPUBLICAN","MITT ROMNEY",9828,55.5662350879177
"MARSHALL",2012,"IOWA","DEMOCRAT","BARACK OBAMA",10257,53.8029794376836
"MILLS",2012,"IOWA","REPUBLICAN","MITT ROMNEY",4216,58.4581253466445
"MITCHELL",2012,"IOWA","DEMOCRAT","BARACK OBAMA",2831,50.6802721088435
"MONONA",2012,"IOWA","REPUBLICAN","MITT ROMNEY",2557,53.9223956136651
"MONROE",2012,"IOWA","REPUBLICAN","MITT ROMNEY",2026,52.8981723237598
"MONTGOMERY",2012,"IOWA","REPUBLICAN","MITT ROMNEY",3001,59.7213930348259
"MUSCATINE",2012,"IOWA","DEMOCRAT","BARACK OBAMA",11323,56.999748301032
"O'BRIEN",2012,"IOWA","REPUBLICAN","MITT ROMNEY",5266,71.7340961721836
"OSCEOLA",2012,"IOWA","REPUBLICAN","MITT ROMNEY",2230,69.818409517846
"PAGE",2012,"IOWA","REPUBLICAN","MITT ROMNEY",4348,61.4211046758017
"PALO ALTO",2012,"IOWA","REPUBLICAN","MITT ROMNEY",2660,54.4301207284633
"PLYMOUTH",2012,"IOWA","REPUBLICAN","MITT ROMNEY",8597,66.3861003861004
"POCAHONTAS",2012,"IOWA","REPUBLICAN","MITT ROMNEY",2396,59.4246031746032
"POLK",2012,"IOWA","DEMOCRAT","BARACK OBAMA",128465,56.1271747013745
"POTTAWATTAMIE",2012,"IOWA","REPUBLICAN","MITT ROMNEY",21860,51.6772653128768
"POWESHIEK",2012,"IOWA","DEMOCRAT","BARACK OBAMA",5357,53.7042606516291
"RINGGOLD",2012,"IOWA","REPUBLICAN","MITT ROMNEY",1368,52.6356290881108
"SAC",2012,"IOWA","REPUBLICAN","MITT ROMNEY",3094,58.4766584766585
"SCOTT",2012,"IOWA","DEMOCRAT","BARACK OBAMA",50652,56.116016529475
"SHELBY",2012,"IOWA","REPUBLICAN","MITT ROMNEY",3911,60.327009100725
"SIOUX",2012,"IOWA","REPUBLICAN","MITT ROMNEY",14407,83.2389646406286
"STORY",2012,"IOWA","DEMOCRAT","BARACK OBAMA",26192,55.5503711558855
"TAMA",2012,"IOWA","DEMOCRAT","BARACK OBAMA",4768,52.8778973050904
"TAYLOR",2012,"IOWA","REPUBLICAN","MITT ROMNEY",1683,56.1936560934892
"UNION",2012,"IOWA","DEMOCRAT","BARACK OBAMA",3043,51.082759778412
"VAN BUREN",2012,"IOWA","REPUBLICAN","MITT ROMNEY",2064,57.8313253012048
"WAPELLO",2012,"IOWA","DEMOCRAT","BARACK OBAMA",8663,54.9334178820545
"WARREN",2012,"IOWA","REPUBLICAN","MITT ROMNEY",13052,50.0613685179503
"WASHINGTON",2012,"IOWA","REPUBLICAN","MITT ROMNEY",5562,50.5452562704471
"WAYNE",2012,"IOWA","REPUBLICAN","MITT ROMNEY",1583,54.5862068965517
"WEBSTER",2012,"IOWA","DEMOCRAT","BARACK OBAMA",9537,52.1375464684015
"WINNEBAGO",2012,"IOWA","REPUBLICAN","MITT ROMNEY",2906,49.1044271713417
"WINNESHIEK",2012,"IOWA","DEMOCRAT","BARACK OBAMA",6256,56.441717791411
"WOODBURY",2012,"IOWA","DEMOCRAT","BARACK OBAMA",22302,49.5390834980786
"WORTH",2012,"IOWA","DEMOCRAT","BARACK OBAMA",2350,56.3279002876318
"WRIGHT",2012,"IOWA","REPUBLICAN","MITT ROMNEY",3349,53.3450143357757
"ALLEN",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",3316,62.4482109227872
"ANDERSON",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2276,68.657616892911
"ATCHISON",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",3917,58.690440515433
"BARBER",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1772,76.5773552290406
"BARTON",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",7874,76.1435064307127
"BOURBON",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",4102,65.5900223856732
"BROWN",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2829,70.8489857250188
"BUTLER",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",18157,69.607053862373
"CHASE",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",875,68.8434303697876
"CHAUTAUQUA",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1304,80
"CHEROKEE",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",5456,63.6565161591413
"CHEYENNE",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1159,81.2762973352034
"CLARK",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",805,79.1543756145526
"CLAY",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2788,75.6375474769398
"CLOUD",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2954,72.7944800394283
"COFFEY",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2903,74.3215565796211
"COMANCHE",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",767,82.6508620689655
"COWLEY",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",8081,63.579858379229
"CRAWFORD",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",7708,51.5757778521245
"DECATUR",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1218,79.5039164490862
"DICKINSON",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",5832,72.5192738124845
"DONIPHAN",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2414,70.9374081692624
"DOUGLAS",2012,"KANSAS","DEMOCRAT","BARACK OBAMA",29267,60.7892823761554
"EDWARDS",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1059,76.4620938628159
"ELK",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1049,76.6252739225712
"ELLIS",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",8399,71.700529281202
"ELLSWORTH",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1930,71.165191740413
"FINNEY",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",6219,68.4610303830911
"FORD",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",5602,66.9935422147812
"FRANKLIN",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",6984,63.5486806187443
"GEARY",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",4372,55.729764181007
"GOVE",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1168,84.4540853217643
"GRAHAM",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1056,78.8059701492537
"GRANT",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1811,78.5342584562012
"GRAY",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1603,81.8692543411644
"GREELEY",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",543,81.044776119403
"GREENWOOD",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1590,74.8940178991993
"HAMILTON",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",693,79.0193842645382
"HARPER",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1759,73.6291335286731
"HARVEY",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",8588,60.0811529312998
"HASKELL",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1159,83.0229226361031
"HODGEMAN",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",868,81.8867924528302
"JACKSON",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",3527,63.4238446322604
"JEFFERSON",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",4827,60.2396106327218
"JEWELL",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1235,82.49832999332
"JOHNSON",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",158401,57.7336759426312
"KEARNY",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1097,79.1486291486291
"KINGMAN",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2397,74.1875580315692
"KIOWA",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",976,85.3146853146853
"LABETTE",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",4742,59.0021152171208
"LANE",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",739,79.6336206896552
"LEAVENWORTH",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",17059,58.6522262334537
"LINCOLN",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1165,78.5569790964262
"LINN",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",3177,71.1215580926796
"LOGAN",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1126,83.4074074074074
"LYON",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",6470,54.4842105263158
"MCPHERSON",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",8545,69.4884931284053
"MARION",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",3889,71.898687372897
"MARSHALL",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",3195,66.9390320553111
"MEADE",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1428,83.5576360444705
"MIAMI",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",9858,66.3570274636511
"MITCHELL",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2327,78.4822934232715
"MONTGOMERY",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",8630,69.5014898928888
"MORRIS",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1773,69.2037470725995
"MORTON",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1072,83.8810641627543
"NEMAHA",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",3930,78.1933943493832
"NEOSHO",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",4272,65.9259259259259
"NESS",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1209,83.7257617728532
"NORTON",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1878,80.7741935483871
"OSAGE",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",4427,64.1036779611932
"OSBORNE",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1479,80.4678998911861
"OTTAWA",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2295,78.2475281281964
"PAWNEE",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1836,70.398773006135
"PHILLIPS",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2135,83.2358674463938
"POTTAWATOMIE",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",6804,71.7797235995358
"PRATT",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2771,72.9018679294922
"RAWLINS",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1223,84.6952908587258
"RENO",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",15718,64.360003275735
"REPUBLIC",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2134,79.4489947877885
"RICE",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2676,72.6976365118174
"RILEY",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",11507,54.5329605231979
"ROOKS",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2038,82.8455284552846
"RUSH",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1166,74.2675159235669
"RUSSELL",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2553,79.78125
"SALINE",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",13840,64.3840714551544
"SCOTT",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1728,84.2105263157895
"SEDGWICK",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",106506,58.2334126137948
"SEWARD",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",3617,69.8802163833076
"SHAWNEE",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",37782,49.3830710513933
"SHERIDAN",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1154,85.9910581222057
"SHERMAN",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1976,75.3335874952345
"SMITH",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1624,80.2768166089965
"STAFFORD",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1385,75.3126699293094
"STANTON",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",605,79.7101449275362
"STEVENS",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1749,85.9882005899705
"SUMNER",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",6260,68.4826605404223
"THOMAS",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2788,80.2533103051238
"TREGO",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1261,79.8606713109563
"WABAUNSEE",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2256,69.0541781450872
"WALLACE",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",719,90.1002506265664
"WASHINGTON",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2316,80.1661474558671
"WICHITA",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",821,83.1813576494428
"WILSON",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",2825,76.0021522733387
"WOODSON",2012,"KANSAS","REPUBLICAN","MITT ROMNEY",1035,71.5272978576365
"WYANDOTTE",2012,"KANSAS","DEMOCRAT","BARACK OBAMA",34302,67.606133469983
"ADAIR",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",5841,76.8552631578947
"ALLEN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",5184,73.0140845070423
"ANDERSON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",6822,66.1046511627907
"BALLARD",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",2647,67.9589216944801
"BARREN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",10922,65.9222597778851
"BATH",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",2275,55.1916545366327
"BELL",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",7127,75.1634676228644
"BOONE",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",35922,68.4085239283198
"BOURBON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",4692,59.2199924271109
"BOYD",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",10884,57.1368575778256
"BOYLE",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",7703,62.256526307282
"BRACKEN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",2029,62.7784653465347
"BREATHITT",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3318,66.2539936102236
"BRECKINRIDGE",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",5025,63.0568452754423
"BULLITT",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",21306,67.04427452091
"BUTLER",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3716,73.4387351778656
"CALDWELL",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3904,66.6211604095563
"CALLOWAY",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",9440,62.6326963906582
"CAMPBELL",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",24240,60.3330263583642
"CARLISLE",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",1835,70.0649102710958
"CARROLL",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",1999,54.320652173913
"CARTER",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",5279,59.2613381230355
"CASEY",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",4904,80.5122311607289
"CHRISTIAN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",13475,61.3755408790708
"CLARK",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",9931,64.4200830306175
"CLAY",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",6176,83.6516321278613
"CLINTON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3569,81.242886410198
"CRITTENDEN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",2839,73.6637259989621
"CUMBERLAND",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",2216,77.645409950946
"DAVIESS",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",25092,59.6193598973555
"EDMONSON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3232,69.2373607540703
"ELLIOTT",2012,"KENTUCKY","DEMOCRAT","BARACK OBAMA",1186,49.437265527303
"ESTILL",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3749,72.3186728395062
"FAYETTE",2012,"KENTUCKY","DEMOCRAT","BARACK OBAMA",62080,49.3222951392751
"FLEMING",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3780,65.3753026634383
"FLOYD",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",9784,65.7085292142377
"FRANKLIN",2012,"KENTUCKY","DEMOCRAT","BARACK OBAMA",11535,49.4279470368942
"FULTON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",1425,57.4365175332527
"GALLATIN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",1758,57.4322116955243
"GARRARD",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",5310,75.0317931326833
"GRANT",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",5664,65.7992565055762
"GRAVES",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",10699,69.01244920338
"GRAYSON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",6404,69.075612123827
"GREEN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3634,74.835255354201
"GREENUP",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",8855,58.3794831223629
"HANCOCK",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",2212,53.5074987905177
"HARDIN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",23357,59.5568361466673
"HARLAN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",8652,81.1860748803603
"HARRISON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",4556,63.6046349294988
"HART",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",4257,64.2857142857143
"HENDERSON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",10296,55.2894425947804
"HENRY",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3940,59.7875569044006
"HICKMAN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",1431,66.9004207573632
"HOPKINS",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",13681,69.2113117822634
"JACKSON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",4365,86.2477771191464
"JEFFERSON",2012,"KENTUCKY","DEMOCRAT","BARACK OBAMA",186181,54.8270063814311
"JESSAMINE",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",14233,68.9817282993263
"JOHNSON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",7095,78.5279468732706
"KENTON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",41389,61.1322816967978
"KNOTT",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",4130,72.5452309854207
"KNOX",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",8467,76.2792792792793
"LARUE",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3911,67.852185981957
"LAUREL",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",18151,81.0023205997858
"LAWRENCE",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3995,71.4413447782546
"LEE",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",1977,75.3717117804041
"LESLIE",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",4439,89.6767676767677
"LETCHER",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",6811,77.7688970084494
"LEWIS",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3326,69.7420842944013
"LINCOLN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",6416,70.1048951048951
"LIVINGSTON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3089,68.4770560851253
"LOGAN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",6899,65.6422454804948
"LYON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",2412,62.8288616827299
"MCCRACKEN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",19979,65.3955680665117
"MCCREARY",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",4564,79.9719642544244
"MCLEAN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",2705,64.4047619047619
"MADISON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",21128,63.4055578896825
"MAGOFFIN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3391,69.1194455768447
"MARION",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3800,51.9267559442471
"MARSHALL",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",10402,66.1746930466315
"MARTIN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3180,83.1589958158996
"MASON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",4197,60.9940415637262
"MEADE",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",6606,60.5166727739099
"MENIFEE",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",1484,57.1208622016936
"MERCER",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",6820,68.6185732971124
"METCALFE",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",2676,63.9579349904398
"MONROE",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3762,79.2667509481669
"MONTGOMERY",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",6398,62.431693989071
"MORGAN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3021,67.5536672629696
"MUHLENBERG",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",7762,60.9309992935081
"NELSON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",10673,57.5891652727567
"NICHOLAS",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",1583,61.3328167376986
"OHIO",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",6470,67.0744349989633
"OLDHAM",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",20179,67.5244277874448
"OWEN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",2971,65.1964011411016
"OWSLEY",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",1279,80.9493670886076
"PENDLETON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3556,64.2573183953741
"PERRY",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",8040,78.5079582072063
"PIKE",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",17590,74.4203756980877
"POWELL",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",2766,61.727293014952
"PULASKI",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",20714,79.6600392262431
"ROBERTSON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",579,61.9251336898396
"ROCKCASTLE",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",5028,80.8880308880309
"ROWAN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",4035,52.6418786692759
"RUSSELL",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",6346,80.2377038816538
"SCOTT",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",12679,61.6293199825013
"SHELBY",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",11790,63.1731232920752
"SIMPSON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",4355,61.3985619624982
"SPENCER",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",5726,67.916024196418
"TAYLOR",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",7551,68.958904109589
"TODD",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3247,68.8215345485375
"TRIGG",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",4520,67.0424206466924
"TRIMBLE",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",2133,60.2032176121931
"UNION",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3955,66.1481853152701
"WARREN",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",26384,60.0961209940095
"WASHINGTON",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3495,66.9668518873347
"WAYNE",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",5289,73.3564493758668
"WEBSTER",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",3607,65.9414990859232
"WHITLEY",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",10232,78.2741738066096
"WOLFE",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",1542,60.2579132473622
"WOODFORD",2012,"KENTUCKY","REPUBLICAN","MITT ROMNEY",7219,58.5387609471294
"ACADIA",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",19931,74.2724054406559
"ALLEN",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",6495,69.7861824433222
"ASCENSION",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",33856,66.2894288567345
"ASSUMPTION",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",6083,55.3402474526929
"AVOYELLES",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",10670,62.646782527008
"BEAUREGARD",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",11112,78.115992970123
"BIENVILLE",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",3641,50.5483826183535
"BOSSIER",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",34988,72.0481034553766
"CADDO",2012,"LOUISIANA","DEMOCRAT","BARACK OBAMA",58042,51.9321791258444
"CALCASIEU",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",51850,63.4437021266182
"CALDWELL",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",3640,77.1840542832909
"CAMERON",2012,"LOUISIANA","REPUBLICAN","MITT ROMNEY",3260,87.0726495726496
